word,POS,NEG,value,prop
우호,0.0,1.0,NEG,1.0
운동,0.25,0.75,NEG,0.75
운보,1.0,0.0,POS,1.0
운치,1.0,0.0,POS,1.0
운항,0.0,1.0,NEG,1.0
울,1.0,0.0,POS,1.0
울리,0.333333333,0.333333333,NEG,0.333333333
울림,1.0,0.0,POS,1.0
울부짖,1.0,0.0,POS,1.0
울음,1.0,0.0,POS,1.0
울컥,0.0,1.0,NEG,1.0
울트라,1.0,0.0,POS,1.0
움직임,1.0,0.0,POS,1.0
움켜쥐,0.0,0.0,NEUT,1.0
웃,0.5,0.0,COMP,0.5
웃기,1.0,0.0,POS,1.0
웃음,1.0,0.0,POS,1.0
웅비,1.0,0.0,POS,1.0
워낙,0.0,0.0,None,1.0
원,0.571428571,0.428571429,POS,0.571428571
원래,1.0,0.0,POS,1.0
원만,1.0,0.0,POS,1.0
원천,1.0,0.0,POS,1.0
원칙,1.0,0.0,POS,1.0
원하,1.0,0.0,POS,1.0
원한,0.0,1.0,NEG,1.0
월,1.0,0.0,POS,1.0
웬,0.0,0.0,None,1.0
웬만,1.0,0.0,POS,1.0
위,0.0,1.0,NEG,1.0
위기,0.0,1.0,NEG,1.0
위기감,0.0,1.0,NEG,1.0
위대,1.0,0.0,POS,1.0
위력,0.0,0.0,NEUT,1.0
위반,0.0,1.0,NEG,1.0
위상,0.0,0.0,NEUT,1.0
위시,0.0,0.0,None,1.0
위원,1.0,0.0,POS,1.0
위주,0.0,1.0,NEG,1.0
위치,1.0,0.0,POS,1.0
위통,0.0,0.0,NEUT,1.0
위하,0.651162791,0.0,POS,0.651162791
위헌,0.0,1.0,NEG,1.0
위험,0.0,0.833333333,NEG,0.833333333
위협,0.0,1.0,NEG,1.0
유감,0.0,1.0,NEG,1.0
유공자,0.0,1.0,NEG,1.0
유기,0.5,0.5,NEG,0.5
유난,1.0,0.0,POS,1.0
유난히,0.0,0.0,None,1.0
유달리,0.0,1.0,NEG,1.0
유독,0.0,0.0,NEUT,1.0
유동,1.0,0.0,POS,1.0
유리,0.0,1.0,NEG,1.0
유머,1.0,0.0,POS,1.0
유명,1.0,0.0,POS,1.0
유민,1.0,0.0,POS,1.0
유사,1.0,0.0,POS,1.0
유수,1.0,0.0,POS,1.0
유신,0.0,1.0,NEG,1.0
유연,1.0,0.0,POS,1.0
유일,1.0,0.0,POS,1.0
유적,1.0,0.0,POS,1.0
유지,0.333333333,0.666666667,NEG,0.666666667
유치원,1.0,0.0,POS,1.0
유학,1.0,0.0,POS,1.0
유해,0.0,1.0,NEG,1.0
유행,1.0,0.0,POS,1.0
유행가,0.0,0.0,NEUT,1.0
유효,1.0,0.0,POS,1.0
윤전기,0.0,1.0,NEG,1.0
으나,0.153846154,0.0,None,0.846153846
으니,0.0,1.0,NEG,1.0
으라고,1.0,0.0,POS,1.0
으려,0.0,1.0,NEG,1.0
으려고,0.0,1.0,NEG,1.0
으려는,1.0,0.0,POS,1.0
으려면,0.0,0.0,None,1.0
으련만,0.0,1.0,NEG,1.0
으로,0.5697674420000001,0.255813953,POS,0.5697674420000001
으로부터,0.0,1.0,NEG,1.0
으로서,0.333333333,0.0,None,0.666666667
으면,0.46666666700000003,0.2,POS,0.46666666700000003
으면서,0.0,0.0,None,1.0
으스스,0.0,1.0,NEG,1.0
으시,0.0,1.0,NEG,1.0
은,0.413793103,0.413793103,NEG,0.413793103
은가,0.0,0.0,None,1.0
은은,1.0,0.0,POS,1.0
은혜,1.0,0.0,POS,1.0
을,0.25925925899999996,0.240740741,None,0.46296296299999995
을까,0.0,0.166666667,COMP,0.5
을까요,0.0,0.0,None,1.0
을지,0.0,1.0,NEG,1.0
을지언정,0.0,0.0,None,1.0
음,0.5,0.5,NEG,0.5
음산,1.0,0.0,POS,1.0
음습,1.0,0.0,POS,1.0
음악,0.5,0.5,NEG,0.5
음주,0.0,1.0,NEG,1.0
음직,0.0,0.0,None,1.0
응답,0.0,0.0,NEUT,1.0
응하,1.0,0.0,POS,1.0
의,0.581920904,0.327683616,POS,0.581920904
의견,1.0,0.0,POS,1.0
의구심,0.0,1.0,NEG,1.0
의도,0.8,0.0,POS,0.8
의무,1.0,0.0,POS,1.0
의문,0.0,1.0,NEG,1.0
의미,0.5,0.25,POS,0.5
의사,0.0,1.0,NEG,1.0
의식,0.166666667,0.5,NEG,0.5
의심,0.0,1.0,NEG,1.0
의아,0.0,1.0,NEG,1.0
의외,1.0,0.0,POS,1.0
의욕,0.5,0.5,NEG,0.5
의존,1.0,0.0,POS,1.0
의지,0.4,0.4,NEG,0.4
의하,0.0,1.0,NEG,1.0
의학,0.0,1.0,NEG,1.0
의혹,0.0,1.0,NEG,1.0
이,1.0,0.0,POS,1.0
이거,0.0,0.0,COMP,1.0
이것,0.0,1.0,NEG,1.0
이견,0.0,1.0,NEG,1.0
이권,0.0,1.0,NEG,1.0
이글거리,0.0,0.0,NEUT,1.0
이기,0.0,1.0,NEG,1.0
이끌,1.0,0.0,POS,1.0
이나,0.5,0.0,NEUT,0.5
이념,1.0,0.0,POS,1.0
이라고,0.25,0.5,NEG,0.5
이러,0.0,0.0,None,1.0
이런,1.0,0.0,POS,1.0
이런저런,1.0,0.0,POS,1.0
이렇,0.0,0.333333333,None,0.666666667
이롭,1.0,0.0,POS,1.0
이루,0.0,1.0,NEG,1.0
이르,0.5,0.0,None,0.5
이른바,0.0,0.0,None,1.0
이름,0.5,0.5,NEG,0.5
이름나,1.0,0.0,POS,1.0
이리,1.0,0.0,POS,1.0
이목,1.0,0.0,POS,1.0
이미,0.666666667,0.0,POS,0.666666667
이민자,0.0,1.0,NEG,1.0
이번,0.0,1.0,NEG,1.0
이벤트,1.0,0.0,POS,1.0
이빨,0.0,0.0,NEUT,1.0
이상,0.25,0.625,NEG,0.625
이색,1.0,0.0,POS,1.0
이야기,0.7142857140000001,0.14285714300000002,POS,0.7142857140000001
이어지,1.0,0.0,POS,1.0
이역만리,1.0,0.0,POS,1.0
이용,1.0,0.0,POS,1.0
이용법,1.0,0.0,POS,1.0
이유,0.333333333,0.5,NEG,0.5
이전,1.0,0.0,POS,1.0
이제,0.25,0.75,NEG,0.75
이채,1.0,0.0,POS,1.0
이치,1.0,0.0,POS,1.0
이한탁,1.0,0.0,POS,1.0
이해,0.375,0.625,NEG,0.625
이해득실,1.0,0.0,POS,1.0
이후,0.0,1.0,NEG,1.0
익사,0.0,1.0,NEG,1.0
익살,1.0,0.0,POS,1.0
익숙,1.0,0.0,POS,1.0
인,1.0,0.0,POS,1.0
인간,0.4,0.6,NEG,0.6
인간애,1.0,0.0,POS,1.0
인건비,0.0,1.0,NEG,1.0
인권,1.0,0.0,POS,1.0
인기,1.0,0.0,POS,1.0
인기작,1.0,0.0,POS,1.0
인력난,0.0,1.0,NEG,1.0
인상,0.666666667,0.333333333,POS,0.666666667
인생,0.5,0.5,NEG,0.5
인식,0.8,0.2,POS,0.8
인원,0.5,0.5,NEG,0.5
인정,0.833333333,0.166666667,POS,0.833333333
인정받,1.0,0.0,POS,1.0
인종,0.0,1.0,NEG,1.0
인터뷰,0.0,1.0,NEG,1.0
일,0.25,0.5,NEG,0.5
일관,1.0,0.0,POS,1.0
일깨우,0.0,1.0,NEG,1.0
일단,0.0,0.0,None,1.0
일반,0.5,0.5,NEG,0.5
일방,0.0,1.0,NEG,1.0
일본,1.0,0.0,POS,1.0
일본군,0.0,1.0,NEG,1.0
일부,0.0,1.0,NEG,1.0
일삼,0.0,1.0,NEG,1.0
일색,0.0,1.0,NEG,1.0
일어나,0.0,0.5,NEG,0.5
일으키,0.0,1.0,NEG,1.0
일정,0.0,1.0,NEG,1.0
일종,0.0,0.0,None,1.0
일직선,0.0,1.0,NEG,1.0
일찍,0.0,1.0,NEG,1.0
일체,1.0,0.0,POS,1.0
일치,1.0,0.0,POS,1.0
일터,0.0,1.0,NEG,1.0
읽,0.4,0.2,NEUT,0.4
읽히,1.0,0.0,POS,1.0
잃,0.0,1.0,NEG,1.0
잃어버리,1.0,0.0,POS,1.0
임금,1.0,0.0,POS,1.0
임금제,1.0,0.0,POS,1.0
임산물,1.0,0.0,POS,1.0
임하,1.0,0.0,POS,1.0
입,0.25,0.75,NEG,0.75
입국자,0.0,1.0,NEG,1.0
입력,1.0,0.0,POS,1.0
입술,0.5,0.5,NEG,0.5
입시,0.0,1.0,NEG,1.0
입장,0.5,0.5,NEG,0.5
입증,0.0,0.0,NEUT,1.0
입히,0.5,0.5,NEG,0.5
잇따르,0.0,1.0,NEG,1.0
있,0.75,0.0,POS,0.75
잉태,0.0,1.0,NEG,1.0
잊,0.333333333,0.333333333,NEG,0.333333333
잊히,1.0,0.0,POS,1.0
자,0.333333333,0.333333333,NEG,0.333333333
자고,0.333333333,0.0,None,0.666666667
자구,0.0,1.0,NEG,1.0
자구책,1.0,0.0,POS,1.0
자그맣,1.0,0.0,POS,1.0
자극,0.75,0.25,POS,0.75
자긍,1.0,0.0,POS,1.0
자긍심,1.0,0.0,POS,1.0
자기,0.4,0.6,NEG,0.6
자꾸,0.0,1.0,NEG,1.0
자녀,1.0,0.0,POS,1.0
자는,0.0,0.0,None,1.0
자니,0.0,1.0,NEG,1.0
자동차,1.0,0.0,POS,1.0
자라,0.0,0.666666667,NEG,0.666666667
자랑,1.0,0.0,POS,1.0
자랑스레,1.0,0.0,POS,1.0
자리,0.833333333,0.166666667,POS,0.833333333
자면,0.0,0.5,NEG,0.5
자못,0.0,0.0,COMP,1.0
자백,0.0,1.0,NEG,1.0
자본주의,0.0,1.0,NEG,1.0
자비,1.0,0.0,POS,1.0
자상,1.0,0.0,POS,1.0
자세,1.0,0.0,POS,1.0
자세히,1.0,0.0,POS,1.0
자신,0.5,0.5,NEG,0.5
자신만만,1.0,0.0,POS,1.0
자아,1.0,0.0,POS,1.0
자아내,1.0,0.0,POS,1.0
자연,1.0,0.0,POS,1.0
자원,1.0,0.0,POS,1.0
자유,0.666666667,0.333333333,POS,0.666666667
자제력,0.0,1.0,NEG,1.0
자주,1.0,0.0,POS,1.0
자처,0.0,1.0,NEG,1.0
자청,0.0,1.0,NEG,1.0
자충수,0.0,1.0,NEG,1.0
자칫,0.0,0.0,None,1.0
작,0.5,0.5,NEG,0.5
작가,1.0,0.0,POS,1.0
작곡가,1.0,0.0,POS,1.0
작동,0.0,1.0,NEG,1.0
작법,1.0,0.0,POS,1.0
작업,0.0,0.5,NEG,0.5
작용,1.0,0.0,POS,1.0
작전,1.0,0.0,POS,1.0
작품,0.333333333,0.0,COMP,0.333333333
잔뼈,1.0,0.0,POS,1.0
잔인,0.0,1.0,NEG,1.0
잔치,1.0,0.0,POS,1.0
잔치상,1.0,0.0,POS,1.0
잔치판,1.0,0.0,POS,1.0
잔털,1.0,0.0,POS,1.0
잖아,0.0,1.0,NEG,1.0
잖아요,0.5,0.5,NEG,0.5
잘,0.7142857140000001,0.214285714,POS,0.7142857140000001
잘못,0.0,1.0,NEG,1.0
잠들,0.0,1.0,NEG,1.0
잡,0.5,0.5,NEG,0.5
잡아가,1.0,0.0,POS,1.0
잡아먹,0.0,0.0,COMP,1.0
잡히,1.0,0.0,POS,1.0
장,1.0,0.0,POS,1.0
장기,0.5,0.5,NEG,0.5
장난,1.0,0.0,POS,1.0
장담,1.0,0.0,POS,1.0
장대,1.0,0.0,POS,1.0
장래,1.0,0.0,POS,1.0
장사진,1.0,0.0,POS,1.0
장애,0.0,0.0,NEUT,1.0
장엄,1.0,0.0,POS,1.0
장점,1.0,0.0,POS,1.0
장주,0.0,0.0,NEUT,1.0
잦,0.0,1.0,NEG,1.0
재,0.5,0.0,COMP,0.5
재롱떨,0.0,1.0,NEG,1.0
재물,0.0,1.0,NEG,1.0
재미,1.0,0.0,POS,1.0
재미있,1.0,0.0,POS,1.0
재봉틀,0.0,0.0,NEUT,1.0
재산,0.0,1.0,NEG,1.0
재앙,0.0,1.0,NEG,1.0
재연,0.0,1.0,NEG,1.0
재잘대,1.0,0.0,POS,1.0
재주,0.5,0.5,NEG,0.5
재현,1.0,0.0,POS,1.0
쟁이,0.0,1.0,NEG,1.0
쟁쟁,1.0,0.0,POS,1.0
쟁점,0.0,0.5,COMP,0.5
저,0.0,1.0,NEG,1.0
저거,0.0,0.0,COMP,1.0
저것,0.0,1.0,NEG,1.0
저리도,0.0,0.0,None,1.0
저속,0.0,1.0,NEG,1.0
저술,1.0,0.0,POS,1.0
저의,0.0,0.0,NEUT,1.0
저절로,1.0,0.0,POS,1.0
저지르,0.5,0.5,NEG,0.5
저하,0.0,1.0,NEG,1.0
적,0.0,1.0,NEG,1.0
적격,1.0,0.0,POS,1.0
적극,1.0,0.0,POS,1.0
적당,1.0,0.0,POS,1.0
적도,1.0,0.0,POS,1.0
적막,0.0,1.0,NEG,1.0
적반하장,0.0,1.0,NEG,1.0
적어도,0.0,0.5,NEG,0.5
적응력,0.5,0.5,NEG,0.5
적절,1.0,0.0,POS,1.0
적정,1.0,0.0,POS,1.0
적합,0.0,1.0,NEG,1.0
전,0.0,0.0,NEUT,1.0
전국,0.5,0.0,NEUT,0.5
전념,1.0,0.0,POS,1.0
전락,0.0,1.0,NEG,1.0
전략,0.0,1.0,NEG,1.0
전례,0.5,0.0,NEUT,0.5
전망,0.5,0.25,POS,0.5
전무,0.0,1.0,NEG,1.0
전문,0.8,0.2,POS,0.8
전문가,1.0,0.0,POS,1.0
전반,1.0,0.0,POS,1.0
전시,1.0,0.0,POS,1.0
전시장,1.0,0.0,POS,1.0
전쟁,0.0,1.0,NEG,1.0
전적,0.0,0.0,None,1.0
전제,1.0,0.0,POS,1.0
전조,0.0,0.0,NEUT,1.0
전철,0.0,1.0,NEG,1.0
전통,1.0,0.0,POS,1.0
전투,1.0,0.0,POS,1.0
전하,1.0,0.0,POS,1.0
전혀,0.8,0.2,POS,0.8
전형,0.0,1.0,NEG,1.0
전화,1.0,0.0,POS,1.0
전화기,1.0,0.0,POS,1.0
절감,0.5,0.5,NEG,0.5
절규,0.0,1.0,NEG,1.0
절대,0.5,0.5,NEG,0.5
절대로,0.0,1.0,NEG,1.0
절대주의,1.0,0.0,POS,1.0
절도,1.0,0.0,POS,1.0
절레절레,0.0,1.0,NEG,1.0
절로,1.0,0.0,POS,1.0
절망,0.333333333,0.666666667,NEG,0.666666667
절망감,0.0,1.0,NEG,1.0
절박,0.0,1.0,NEG,1.0
절반,1.0,0.0,POS,1.0
절실히,1.0,0.0,POS,1.0
젊,0.666666667,0.0,POS,0.666666667
젊음,1.0,0.0,POS,1.0
점,0.333333333,0.0,NEUT,0.333333333
점검,0.0,0.0,NEUT,1.0
점령,0.0,1.0,NEG,1.0
점수,0.0,0.0,COMP,1.0
점잖,1.0,0.0,POS,1.0
점점,0.0,1.0,NEG,1.0
점진,1.0,0.0,POS,1.0
접근,1.0,0.0,POS,1.0
정,0.0,1.0,NEG,1.0
정겹,1.0,0.0,POS,1.0
정교,1.0,0.0,POS,1.0
정기,1.0,0.0,POS,1.0
정도,0.333333333,0.26666666699999997,None,0.333333333
정들,0.0,1.0,NEG,1.0
정리,1.0,0.0,POS,1.0
정말,0.75,0.0,POS,0.75
정보,1.0,0.0,POS,1.0
정부,1.0,0.0,POS,1.0
정상,1.0,0.0,POS,1.0
정서,1.0,0.0,POS,1.0
정성껏,1.0,0.0,POS,1.0
정숙,1.0,0.0,POS,1.0
정신,0.5,0.5,NEG,0.5
정신병,0.0,1.0,NEG,1.0
정의,0.0,0.0,NEUT,1.0
정작,0.0,0.0,None,1.0
정지선,0.0,1.0,NEG,1.0
정착,1.0,0.0,POS,1.0
정책,0.5,0.5,NEG,0.5
정체,0.0,1.0,NEG,1.0
정취,1.0,0.0,POS,1.0
정치,0.0,1.0,NEG,1.0
정하,1.0,0.0,POS,1.0
정화,1.0,0.0,POS,1.0
정확,0.0,1.0,NEG,1.0
정확히,0.0,1.0,NEG,1.0
젖,0.333333333,0.666666667,NEG,0.666666667
제,1.0,0.0,POS,1.0
제공,1.0,0.0,POS,1.0
제기,0.0,0.833333333,NEG,0.833333333
제대로,0.333333333,0.666666667,NEG,0.666666667
제도,0.5,0.5,NEG,0.5
제발,0.0,1.0,NEG,1.0
제수,1.0,0.0,POS,1.0
제시,0.6,0.2,POS,0.6
제아무리,0.0,1.0,NEG,1.0
제안,1.0,0.0,POS,1.0
제왕,0.0,1.0,NEG,1.0
제자리,0.0,1.0,NEG,1.0
제재,1.0,0.0,POS,1.0
제조,0.0,0.0,NEUT,1.0
제치,1.0,0.0,POS,1.0
제품,0.333333333,0.0,NEUT,0.666666667
제한,0.0,1.0,NEG,1.0
조,0.0,1.0,NEG,1.0
조각가,1.0,0.0,POS,1.0
조건,1.0,0.0,POS,1.0
조금,0.0,0.5,NEG,0.5
조류,1.0,0.0,POS,1.0
조리기,1.0,0.0,POS,1.0
조명,1.0,0.0,POS,1.0
조선,0.0,1.0,NEG,1.0
조성,0.0,1.0,NEG,1.0
조속,1.0,0.0,POS,1.0
조언,1.0,0.0,POS,1.0
조절,1.0,0.0,POS,1.0
조직,0.5,0.5,NEG,0.5
조차,0.0,0.5,NEG,0.5
조치,0.5,0.5,NEG,0.5
조화,1.0,0.0,POS,1.0
존경,1.0,0.0,POS,1.0
존귀,1.0,0.0,POS,1.0
존재,1.0,0.0,POS,1.0
존중,1.0,0.0,POS,1.0
졸,0.0,1.0,NEG,1.0
졸속,0.0,1.0,NEG,1.0
좀,1.0,0.0,POS,1.0
좀체,0.0,1.0,NEG,1.0
좁,0.0,1.0,NEG,1.0
종교인,0.0,0.0,NEUT,1.0
종류,1.0,0.0,POS,1.0
종용,0.0,1.0,NEG,1.0
종합,0.0,0.0,NEUT,1.0
좋,0.92,0.04,POS,0.92
좋아하,1.0,0.0,POS,1.0
좌수,0.0,1.0,NEG,1.0
좌절감,0.0,1.0,NEG,1.0
좌파,0.0,0.0,NEUT,1.0
죄,0.0,1.0,NEG,1.0
죄의식,0.0,1.0,NEG,1.0
죠,0.0,0.0,None,1.0
주,0.6,0.4,POS,0.6
주간,1.0,0.0,POS,1.0
주검,1.0,0.0,POS,1.0
주례,1.0,0.0,POS,1.0
주로,0.0,1.0,NEG,1.0
주류,1.0,0.0,POS,1.0
주목,0.333333333,0.166666667,COMP,0.333333333
주문,1.0,0.0,POS,1.0
주방,0.0,0.0,NEUT,1.0
주변,1.0,0.0,POS,1.0
주선,1.0,0.0,POS,1.0
주어지,1.0,0.0,POS,1.0
주위,0.0,1.0,NEG,1.0
주일,0.0,1.0,NEG,1.0
주입,0.0,1.0,NEG,1.0
주장,0.588235294,0.294117647,POS,0.588235294
주저,1.0,0.0,POS,1.0
주전자,1.0,0.0,POS,1.0
주창,1.0,0.0,POS,1.0
주체,0.75,0.25,POS,0.75
죽,0.166666667,0.833333333,NEG,0.833333333
죽음,0.0,1.0,NEG,1.0
준비,0.75,0.25,POS,0.75
준수,1.0,0.0,POS,1.0
준엄,1.0,0.0,POS,1.0
줄,0.0,1.0,NEG,1.0
줄곧,0.0,1.0,NEG,1.0
줄어들,0.0,1.0,NEG,1.0
줄이,1.0,0.0,POS,1.0
줏대,0.0,1.0,NEG,1.0
중,1.0,0.0,POS,1.0
중고,1.0,0.0,POS,1.0
중국,0.0,1.0,NEG,1.0
중단,0.0,1.0,NEG,1.0
중대,0.0,1.0,NEG,1.0
중독,0.0,1.0,NEG,1.0
중론,0.0,0.0,NEUT,1.0
중심,1.0,0.0,POS,1.0
중앙,1.0,0.0,POS,1.0
중얼거리,0.0,1.0,NEG,1.0
중요,1.0,0.0,POS,1.0
중점,1.0,0.0,POS,1.0
중주단,1.0,0.0,POS,1.0
중화,0.0,1.0,NEG,1.0
쥐,1.0,0.0,POS,1.0
즉,0.0,0.0,None,1.0
즉각,0.0,1.0,NEG,1.0
즐거움,1.0,0.0,POS,1.0
즐겁,1.0,0.0,POS,1.0
즐기,1.0,0.0,POS,1.0
증가,0.0,1.0,NEG,1.0
증명,1.0,0.0,POS,1.0
증상,0.0,1.0,NEG,1.0
증언,0.0,0.0,NEUT,1.0
증여세,0.0,1.0,NEG,1.0
증폭,0.0,1.0,NEG,1.0
지,0.294117647,0.638655462,NEG,0.638655462
지갑,1.0,0.0,POS,1.0
지겹,0.0,1.0,NEG,1.0
지구,0.0,1.0,NEG,1.0
지극히,0.0,1.0,NEG,1.0
지금,0.333333333,0.666666667,NEG,0.666666667
지나,0.333333333,0.333333333,NEG,0.333333333
지나치,0.0,1.0,NEG,1.0
지난,0.0,1.0,NEG,1.0
지난번,1.0,0.0,POS,1.0
지내,0.0,1.0,NEG,1.0
지니,1.0,0.0,POS,1.0
지르,1.0,0.0,POS,1.0
지만,0.09375,0.09375,None,0.78125
지망,1.0,0.0,POS,1.0
지방,0.5,0.5,NEG,0.5
지배,0.0,1.0,NEG,1.0
지속,0.5,0.5,NEG,0.5
지식,0.5,0.5,NEG,0.5
지역,0.0,0.0,NEUT,1.0
지요,0.333333333,0.333333333,NEG,0.333333333
지우,0.0,1.0,NEG,1.0
지원,0.5,0.5,NEG,0.5
지원자,1.0,0.0,POS,1.0
지위,1.0,0.0,POS,1.0
지적,0.0,0.9,NEG,0.9
지점,0.0,1.0,NEG,1.0
지정,1.0,0.0,POS,1.0
지지,1.0,0.0,POS,1.0
지진,1.0,0.0,POS,1.0
지치,0.0,1.0,NEG,1.0
지키,1.0,0.0,POS,1.0
지하철,0.0,1.0,NEG,1.0
지향,1.0,0.0,POS,1.0
지혜,1.0,0.0,POS,1.0
지휘자,1.0,0.0,POS,1.0
직결,1.0,0.0,POS,1.0
직무,0.0,1.0,NEG,1.0
직전,0.0,1.0,NEG,1.0
직접,0.666666667,0.333333333,POS,0.666666667
진귀,1.0,0.0,POS,1.0
진단,0.333333333,0.333333333,NEG,0.333333333
진면목,1.0,0.0,POS,1.0
진보,1.0,0.0,POS,1.0
진수,1.0,0.0,POS,1.0
진실,0.8,0.2,POS,0.8
진심,1.0,0.0,POS,1.0
진원지,1.0,0.0,POS,1.0
진정,1.0,0.0,POS,1.0
진지,1.0,0.0,POS,1.0
진출,1.0,0.0,POS,1.0
진통,0.0,1.0,NEG,1.0
질,1.0,0.0,POS,1.0
질문,0.0,0.0,NEUT,1.0
질병,1.0,0.0,POS,1.0
질주,0.0,1.0,NEG,1.0
질책,0.0,1.0,NEG,1.0
질타,0.0,1.0,NEG,1.0
질투,0.0,1.0,NEG,1.0
질환,0.0,0.5,NEG,0.5
집,0.5,0.5,NEG,0.5
집단,0.4,0.6,NEG,0.6
집대성,1.0,0.0,POS,1.0
집주인,1.0,0.0,POS,1.0
집중,0.5,0.5,NEG,0.5
집착,1.0,0.0,POS,1.0
짓,0.0,1.0,NEG,1.0
징후,0.0,1.0,NEG,1.0
짙,0.0,0.0,NEUT,1.0
짜리,0.0,1.0,NEG,1.0
짜이,1.0,0.0,POS,1.0
짝,0.0,1.0,NEG,1.0
짧,0.0,1.0,NEG,1.0
째,1.0,0.0,POS,1.0
쪽,0.0,1.0,NEG,1.0
찢,0.0,1.0,NEG,1.0
찢어지,0.0,1.0,NEG,1.0
차,0.666666667,0.333333333,POS,0.666666667
차갑,1.0,0.0,POS,1.0
차단,0.0,1.0,NEG,1.0
차마,0.0,0.0,None,1.0
차별,0.5,0.5,NEG,0.5
차세대,1.0,0.0,POS,1.0
차이,0.0,1.0,NEG,1.0
차지,1.0,0.0,POS,1.0
차질,1.0,0.0,POS,1.0
착각,0.0,1.0,NEG,1.0
착실,1.0,0.0,POS,1.0
착잡,0.0,1.0,NEG,1.0
착하,1.0,0.0,POS,1.0
찬성,0.0,1.0,NEG,1.0
찬양,1.0,0.0,POS,1.0
찬찬히,1.0,0.0,POS,1.0
참,1.0,0.0,POS,1.0
참가,0.0,1.0,NEG,1.0
참담,0.0,1.0,NEG,1.0
참변,0.0,1.0,NEG,1.0
참여,1.0,0.0,POS,1.0
창가,0.0,0.0,NEUT,1.0
창문,0.0,1.0,NEG,1.0
창시자,1.0,0.0,POS,1.0
창작,0.5,0.0,NEUT,0.5
창작곡,1.0,0.0,POS,1.0
창조,0.0,1.0,NEG,1.0
찾,1.0,0.0,POS,1.0
찾아오,1.0,0.0,POS,1.0
채,0.0,1.0,NEG,1.0
채소,1.0,0.0,POS,1.0
채용,0.0,1.0,NEG,1.0
채택,1.0,0.0,POS,1.0
책,0.7142857140000001,0.14285714300000002,POS,0.7142857140000001
책임,0.0,1.0,NEG,1.0
책임자,0.0,0.0,NEUT,1.0
처럼,0.5555555560000001,0.444444444,POS,0.5555555560000001
처리,0.0,0.5,NEG,0.5
처음,0.428571429,0.28571428600000004,POS,0.428571429
처절,0.0,1.0,NEG,1.0
처지,0.0,1.0,NEG,1.0
처하,0.0,1.0,NEG,1.0
척,0.0,1.0,NEG,1.0
척박,0.0,1.0,NEG,1.0
천,0.666666667,0.333333333,POS,0.666666667
천만,0.5,0.5,NEG,0.5
천사,1.0,0.0,POS,1.0
천지,0.0,1.0,NEG,1.0
천진,1.0,0.0,POS,1.0
철,0.0,1.0,NEG,1.0
철이,0.0,1.0,NEG,1.0
철저,1.0,0.0,POS,1.0
철학,1.0,0.0,POS,1.0
첨단,1.0,0.0,POS,1.0
첫,0.5,0.5,NEG,0.5
첫걸음,1.0,0.0,POS,1.0
청,1.0,0.0,POS,1.0
청구,0.0,1.0,NEG,1.0
청와대,0.5,0.5,NEG,0.5
체,0.0,1.0,NEG,1.0
체계,1.0,0.0,POS,1.0
체면,1.0,0.0,POS,1.0
체제,0.0,1.0,NEG,1.0
체질,1.0,0.0,POS,1.0
체험,1.0,0.0,POS,1.0
초,1.0,0.0,POS,1.0
초과,0.0,1.0,NEG,1.0
초기,0.0,1.0,NEG,1.0
초목,0.0,0.0,NEUT,1.0
초미,0.0,0.0,COMP,1.0
초점,1.0,0.0,POS,1.0
촉구,0.333333333,0.333333333,COMP,0.333333333
촉망,1.0,0.0,POS,1.0
촉촉,0.0,0.0,COMP,1.0
촌평,0.0,0.0,NEUT,1.0
촘촘,0.0,1.0,NEG,1.0
총력전,0.0,0.0,NEUT,1.0
총리,1.0,0.0,POS,1.0
총살,0.0,1.0,NEG,1.0
총소리,1.0,0.0,POS,1.0
촬영,1.0,0.0,POS,1.0
최,1.0,0.0,POS,1.0
최고,0.8888888890000001,0.111111111,POS,0.8888888890000001
최근,1.0,0.0,POS,1.0
최대,0.5,0.333333333,POS,0.5
최선,1.0,0.0,POS,1.0
최소,1.0,0.0,POS,1.0
최악,0.0,1.0,NEG,1.0
최저,1.0,0.0,POS,1.0
최초,1.0,0.0,POS,1.0
최후,0.0,1.0,NEG,1.0
쵸티,1.0,0.0,POS,1.0
추,1.0,0.0,POS,1.0
추격,0.0,1.0,NEG,1.0
추구,1.0,0.0,POS,1.0
추락,0.0,1.0,NEG,1.0
추산,0.0,0.0,NEUT,1.0
추석,1.0,0.0,POS,1.0
추억,1.0,0.0,POS,1.0
추정,0.5,0.0,NEUT,0.5
추진,0.8,0.2,POS,0.8
추천,0.666666667,0.0,POS,0.666666667
축소,1.0,0.0,POS,1.0
축제,1.0,0.0,POS,1.0
축하,0.0,1.0,NEG,1.0
출연,0.0,1.0,NEG,1.0
출혈,0.0,0.0,NEUT,1.0
춤,1.0,0.0,POS,1.0
충격,0.0,1.0,NEG,1.0
충분,0.5,0.5,NEG,0.5
충분히,1.0,0.0,POS,1.0
충실,1.0,0.0,POS,1.0
충실히,1.0,0.0,POS,1.0
충족,1.0,0.0,POS,1.0
취하,0.0,1.0,NEG,1.0
취향,1.0,0.0,POS,1.0
측면,1.0,0.0,POS,1.0
치,0.666666667,0.0,POS,0.666666667
치밀,0.0,1.0,NEG,1.0
치열,0.5,0.0,NEUT,0.5
치유,1.0,0.0,POS,1.0
친근,1.0,0.0,POS,1.0
친근감,1.0,0.0,POS,1.0
